Date,Open,High,Low,Close,Volume,VIX,Gold,Crude,USDINR,SP500,NASDAQ
2016-02-25,7029.85009765625,7034.2001953125,6961.39990234375,6970.60009765625,283100,22.75,1238.199951,33.06999969482422,68.3759994506836,1951.699951171875,4582.2001953125
2016-02-26,7039.2998046875,7052.89990234375,6985.10009765625,7029.75,206700,21.8700008392334,1219.800049,32.779998779296875,68.7969970703125,1948.050048828125,4590.47021484375
2016-02-29,7050.4501953125,7094.60009765625,6825.7998046875,6987.0498046875,473400,20.15999984741211,1233.900024,33.75,68.7300033569336,1932.22998046875,4557.9501953125
2016-03-02,7392.4501953125,7419.39990234375,7350.2998046875,7361.7998046875,192000,18.59000015258789,1241.099976,32.279998779296875,67.98600006103516,1912.530029296875,4504.240234375
2016-03-03,7429.5498046875,7483.9501953125,7406.0498046875,7475.60009765625,278600,18.040000915527344,1257.400024,34.56999969482422,67.38800048828125,1993.4000244140625,4707.419921875
2016-03-08,8635.2001953125,8635.4501953125,8529.599609375,8544.849609375,163000,16.239999771118164,1262.099976,40.83000183105469,66.6760025024414,2163.7900390625,5159.740234375
2016-03-10,8666.150390625,8745.2001953125,8635.0,8738.099609375,137300,15.619999885559082,1272.0,48.810001373291016,66.54650115966797,2161.199951171875,5300.8701171875
2016-03-11,8499.849609375,8537.650390625,8476.150390625,8484.9501953125,170500,16.469999313354492,1258.699951,44.65999984741211,66.77749633789062,2088.659912109375,5058.41015625
2016-03-14,7542.60009765625,7583.7001953125,7515.0498046875,7538.75,166900,17.100000381469727,1244.400024,37.18000030517578,66.91300201416016,2019.6400146484373,4750.27978515625
2016-03-15,7535.85009765625,7545.2001953125,7452.7998046875,7460.60009765625,193700,17.600000381469727,1230.400024,36.34000015258789,67.17400360107422,2015.9300537109373,4728.669921875
2016-03-16,7457.0498046875,7508.0,7405.14990234375,7498.75,195400,17.110000610351562,1229.300049,38.459999084472656,67.35900115966797,2027.219970703125,4763.97021484375
2016-03-17,7557.39990234375,7585.2998046875,7479.39990234375,7512.5498046875,239600,16.84000015258789,1264.5,40.20000076293945,66.83000183105469,2040.5899658203125,4774.990234375
2016-03-18,7534.64990234375,7613.60009765625,7517.89990234375,7604.35009765625,237400,16.3799991607666,1253.800049,39.43999862670898,66.61199951171875,2049.580078125,4795.64990234375
2016-03-21,7619.2001953125,7713.5498046875,7617.7001953125,7704.25,196800,16.329999923706055,1243.800049,39.90999984741211,66.3759994506836,2051.60009765625,4808.8701171875
2016-03-22,7695.5498046875,7728.2001953125,7643.7998046875,7714.89990234375,208900,16.43000030517578,1248.199951,41.45000076293945,66.5199966430664,2049.800048828125,4821.66015625
2016-03-23,7717.4501953125,7726.85009765625,7670.60009765625,7716.5,199600,16.350000381469727,1223.699951,39.790000915527344,66.76399993896484,2036.7099609375,4768.85986328125
2016-03-28,7741.0,7749.39990234375,7587.7001953125,7615.10009765625,242400,17.489999771118164,1219.900024,39.38999938964844,66.90699768066406,2037.050048828125,4766.7900390625
2016-03-29,7606.5498046875,7652.89990234375,7582.25,7597.0,216800,17.639999389648438,1235.599976,38.27999877929688,66.90699768066406,2055.010009765625,4846.6201171875
2016-03-30,7651.10009765625,7741.9501953125,7643.4501953125,7735.2001953125,232600,16.809999465942383,1226.900024,38.31999969482422,66.36799621582031,2063.949951171875,4869.2900390625
2016-03-31,7727.64990234375,7777.60009765625,7702.0,7738.39990234375,380100,16.579999923706055,1234.199951,38.34000015258789,66.36799621582031,2059.739990234375,4869.85009765625
2016-04-01,7924.5498046875,7937.5498046875,7781.10009765625,7791.2998046875,134700,16.84000015258789,1222.199951,36.7599983215332,66.19300079345703,2012.6600341796875,4903.08984375
2016-04-04,7733.14990234375,7764.4501953125,7704.39990234375,7758.7998046875,155500,17.450000762939453,1218.0,35.70000076293945,66.35800170898438,2066.1298828125,4891.7998046875
2016-04-05,7724.14990234375,7749.0,7697.25,7706.5498046875,199700,17.450000762939453,1228.400024,43.77999877929688,66.59200286865234,2051.1201171875,4725.64013671875
2016-04-08,8599.9501953125,8601.400390625,8518.150390625,8551.099609375,164700,15.140000343322754,1242.5,41.93000030517578,66.76000213623047,2164.25,5166.25
2016-04-11,8503.599609375,8504.0,8400.25,8433.75,224800,16.850000381469727,1256.699951,44.06999969482422,66.68450164794922,2085.179931640625,5046.3701171875
2016-04-13,7777.14990234375,7864.7998046875,7772.2001953125,7850.4501953125,220400,16.040000915527344,1246.800049,41.7599983215332,66.31500244140625,2082.419921875,4947.419921875
2016-04-18,7908.14990234375,7920.60009765625,7842.75,7914.7001953125,184600,16.950000762939453,1233.599976,39.77999877929688,66.65299987792969,2094.340087890625,4960.02001953125
2016-04-20,7950.0498046875,7950.39990234375,7877.5498046875,7914.75,205300,17.079999923706055,1253.199951,42.630001068115234,66.22200012207031,2102.39990234375,4948.1298828125
2016-04-21,7953.64990234375,7978.4501953125,7884.10009765625,7912.0498046875,223700,16.510000228881836,1249.0,43.18000030517578,66.2040023803711,2091.47998046875,4945.89013671875
2016-04-22,7891.7998046875,7923.35009765625,7873.35009765625,7899.2998046875,183300,16.3799991607666,1228.699951,43.72999954223633,66.51200103759766,2091.580078125,4906.22998046875
2016-04-25,7894.7998046875,7911.0,7827.0,7855.0498046875,146300,16.56999969482422,1238.900024,42.63999938964844,66.65299987792969,2087.7900390625,4895.7900390625
2016-04-26,7828.14990234375,7974.5,7822.5498046875,7962.64990234375,202400,16.579999923706055,1242.199951,44.040000915527344,66.70500183105469,2091.699951171875,4888.27978515625
2016-04-27,7942.0,7991.0,7940.5498046875,7979.89990234375,206800,16.350000381469727,1249.199951,45.33000183105469,66.45700073242188,2095.14990234375,4863.14013671875
2016-04-28,7967.39990234375,7992.0,7834.4501953125,7847.25,292500,16.600000381469727,1265.5,46.02999877929688,66.3550033569336,2075.81005859375,4805.2900390625
2016-04-29,7844.25,7889.0498046875,7788.7001953125,7849.7998046875,243700,16.540000915527344,1289.199951,45.91999816894531,66.43800354003906,2065.300048828125,4775.35986328125
2016-05-02,7418.25,7503.14990234375,7406.64990234375,7489.10009765625,249800,18.11000061035156,1294.699951,30.88999938964844,67.56400299072266,1880.050048828125,4363.14013671875
2016-05-04,7736.2998046875,7736.2998046875,7588.64990234375,7603.2001953125,203800,17.829999923706055,1273.300049,35.88999938964844,66.13300323486328,2045.1700439453125,4843.93017578125
2016-05-05,7731.0,7777.5498046875,7706.85009765625,7735.5,185100,17.170000076293945,1271.400024,44.31999969482422,66.62000274658203,2050.6298828125,4717.08984375
2016-05-10,8806.349609375,8806.9501953125,8731.400390625,8743.9501953125,157200,14.93000030517578,1263.900024,49.83000183105469,66.5780029296875,2159.72998046875,5316.02001953125
2016-05-12,8088.75,8141.89990234375,8056.85009765625,8128.75,126500,17.290000915527344,1270.300049,51.790000915527344,68.0114974975586,2204.7099609375,5308.89013671875
2016-05-13,7881.0,7881.0,7784.2001953125,7814.89990234375,179500,17.0,1271.900024,46.209999084472656,66.7509994506836,2046.6099853515625,4717.68017578125
2016-05-16,7831.2001953125,7873.89990234375,7772.14990234375,7860.75,205200,17.030000686645508,1273.400024,47.720001220703125,66.9000015258789,2066.659912109375,4775.4599609375
2016-05-17,7896.85009765625,7940.10009765625,7879.7001953125,7890.75,183400,16.3700008392334,1276.199951,48.310001373291016,66.875,2047.2099609375,4715.72998046875
2016-05-18,7846.75,7882.0498046875,7810.75,7870.14990234375,156400,16.450000762939453,1273.699951,48.18999862670898,66.86799621582031,2047.6300048828125,4739.1201171875
2016-05-19,7875.5,7876.2001953125,7766.7998046875,7783.39990234375,170400,17.059999465942383,1254.199951,48.15999984741211,67.16000366210938,2040.0400390625,4712.52978515625
2016-05-20,7792.2001953125,7812.39990234375,7735.75,7749.7001953125,157000,16.43000030517578,1252.400024,47.75,67.47699737548828,2052.320068359375,4769.56005859375
2016-05-23,7813.9501953125,7820.60009765625,7722.2001953125,7731.0498046875,172000,16.15999984741211,1251.099976,48.08000183105469,67.4229965209961,2048.0400390625,4765.77978515625
2016-05-24,7738.0498046875,7761.5498046875,7715.7998046875,7748.85009765625,147000,16.219999313354492,1228.900024,48.619998931884766,67.447998046875,2076.06005859375,4861.06005859375
2016-05-25,7811.7998046875,7941.2001953125,7809.2998046875,7934.89990234375,176200,15.520000457763672,1223.5,49.560001373291016,67.6510009765625,2090.5400390625,4894.89013671875
2016-05-26,7974.4501953125,8083.0,7948.5,8069.64990234375,264300,15.329999923706056,1220.099976,49.47999954223633,67.30400085449219,2090.10009765625,4901.77001953125
2016-05-27,8081.9501953125,8164.2001953125,8077.0498046875,8156.64990234375,260900,15.260000228881836,1213.800049,49.33000183105469,66.9540023803711,2099.06005859375,4933.5
2016-05-31,8209.849609375,8213.599609375,8134.2998046875,8160.10009765625,471000,16.049999237060547,1214.800049,49.09999847412109,67.13300323486328,2096.949951171875,4948.0498046875
2016-06-01,7788.0498046875,7800.9501953125,7721.2001953125,7741.0,147100,16.549999237060547,1211.900024,33.970001220703125,66.52400207519531,1990.260009765625,4835.759765625
2016-06-06,8228.75,8234.7001953125,8186.0498046875,8201.0498046875,171600,15.359999656677246,1244.599976,49.68999862670898,66.99199676513672,2109.409912109375,4968.7099609375
2016-06-09,8852.7001953125,8950.849609375,8848.4501953125,8943.0,195600,12.75,1270.199951,44.83000183105469,66.45999908447266,2186.47998046875,5275.91015625
2016-06-10,8768.7001953125,8781.150390625,8684.650390625,8709.5498046875,163600,14.84000015258789,1273.400024,50.43999862670898,66.56320190429688,2160.77001953125,5306.85009765625
2016-06-13,8102.25,8125.25,8063.89990234375,8110.60009765625,169700,16.579999923706055,1284.400024,48.880001068115234,66.94499969482422,2079.06005859375,4848.43994140625
2016-06-14,8134.39990234375,8134.9501953125,8069.5,8108.85009765625,145500,17.190000534057617,1285.599976,48.4900016784668,67.15399932861328,2075.320068359375,4843.5498046875
2016-06-15,8139.39990234375,8213.2001953125,8123.14990234375,8206.599609375,169800,17.059999465942383,1285.800049,48.0099983215332,67.2979965209961,2071.5,4834.93017578125
2016-06-16,8180.64990234375,8180.64990234375,8074.4501953125,8140.75,189200,17.700000762939453,1296.099976,46.209999084472656,67.072998046875,2077.989990234375,4844.919921875
2016-06-17,8176.64990234375,8195.25,8135.7998046875,8170.2001953125,166600,17.350000381469727,1292.5,47.97999954223633,67.30699920654297,2071.219970703125,4800.33984375
2016-06-20,8115.75,8244.150390625,8107.35009765625,8238.5,168600,17.520000457763672,1290.0,49.369998931884766,67.06600189208984,2083.25,4837.2099609375
2016-06-21,8255.400390625,8257.25,8202.150390625,8219.900390625,137000,17.260000228881836,1270.5,48.84999847412109,67.12999725341797,2088.89990234375,4843.759765625
2016-06-22,8213.650390625,8238.349609375,8153.25,8203.7001953125,136100,18.18000030517578,1268.0,49.130001068115234,67.60600280761719,2085.449951171875,4833.31982421875
2016-06-23,8201.150390625,8285.599609375,8188.2998046875,8270.4501953125,154100,18.020000457763672,1261.199951,50.11000061035156,67.4219970703125,2113.320068359375,4910.0400390625
2016-06-24,8029.10009765625,8100.7001953125,7927.0498046875,8088.60009765625,297600,18.6299991607666,1320.0,47.63999938964844,67.24199676513672,2037.4100341796875,4707.97998046875
2016-06-27,8039.35009765625,8120.64990234375,8039.35009765625,8094.7001953125,162500,18.530000686645508,1322.5,46.33000183105469,67.87699890136719,2000.5400390625,4594.43994140625
2016-06-28,8096.0498046875,8146.35009765625,8086.85009765625,8127.85009765625,170400,17.729999542236328,1315.300049,47.84999847412109,67.9209976196289,2036.0899658203125,4691.8701171875
2016-06-29,8173.10009765625,8212.400390625,8157.64990234375,8204.0,147000,16.15999984741211,1323.900024,49.880001068115234,67.70500183105469,2070.77001953125,4779.25
2016-06-30,8260.25,8308.150390625,8242.099609375,8287.75,279400,16.290000915527344,1318.400024,48.33000183105469,67.41600036621094,2098.860107421875,4842.669921875
2016-07-01,7673.35009765625,7674.9501953125,7556.60009765625,7568.2998046875,188900,18.959999084472656,1336.699951,33.27000045776367,66.7239990234375,1943.0899658203125,4689.43017578125
2016-07-06,8235.5498046875,8294.9501953125,8216.400390625,8266.4501953125,241900,14.869999885559082,1364.900024,50.36000061035156,66.8010025024414,2112.1298828125,4961.75
2016-07-07,8342.0,8361.9501953125,8317.7001953125,8337.900390625,155500,15.3100004196167,1360.099976,45.13999938964844,67.4010009765625,2097.89990234375,4876.81005859375
2016-07-11,8535.75,8535.849609375,8481.4501953125,8497.0498046875,172800,16.510000228881836,1355.0,44.88999938964844,66.7853012084961,2131.52001953125,5166.169921875
2016-07-12,8168.39990234375,8190.4501953125,8077.5,8102.0498046875,169800,16.850000381469727,1334.099976,49.77000045776367,67.72200012207031,2241.35009765625,5393.759765625
2016-07-13,8540.4501953125,8550.25,8493.5498046875,8519.5,195500,15.329999923706056,1342.400024,44.75,66.87000274658203,2152.429931640625,5005.72998046875
2016-07-14,8515.75,8571.400390625,8500.7001953125,8565.0,153900,15.609999656677246,1331.300049,45.68000030517578,67.00599670410156,2163.75,5034.06005859375
2016-07-15,8565.4501953125,8594.7998046875,8510.0498046875,8541.400390625,221700,15.640000343322754,1326.5,45.95000076293945,66.83799743652344,2161.739990234375,5029.58984375
2016-07-18,8564.0498046875,8587.099609375,8494.349609375,8508.7001953125,164300,15.989999771118164,1328.400024,45.2400016784668,67.13300323486328,2166.889892578125,5055.77978515625
2016-07-19,8514.2998046875,8540.0498046875,8476.7001953125,8528.5498046875,167900,15.800000190734863,1331.5,44.650001525878906,67.13899993896484,2163.780029296875,5036.3701171875
2016-07-20,8515.4501953125,8569.900390625,8512.5498046875,8565.849609375,160300,15.989999771118164,1318.800049,44.93999862670898,67.20600128173828,2173.02001953125,5089.93017578125
2016-07-21,8582.7001953125,8585.25,8503.4501953125,8510.099609375,150000,15.710000038146973,1330.5,44.75,67.16400146484375,2165.169921875,5073.89990234375
2016-07-22,8519.650390625,8548.9501953125,8489.7998046875,8541.2001953125,143200,15.5,1323.099976,44.18999862670898,67.15399932861328,2175.030029296875,5100.16015625
2016-07-25,8519.9501953125,8641.150390625,8517.2001953125,8635.650390625,150000,15.720000267028809,1319.300049,43.130001068115234,67.14600372314453,2168.47998046875,5097.6298828125
2016-07-26,8633.75,8644.900390625,8577.150390625,8590.650390625,154800,15.619999885559082,1320.699951,42.91999816894531,67.40499877929688,2169.179931640625,5110.0498046875
2016-07-27,8599.400390625,8665.0,8572.0498046875,8615.7998046875,184100,15.43000030517578,1326.599976,41.91999816894531,67.28399658203125,2166.580078125,5139.81005859375
2016-07-28,8636.9501953125,8674.7001953125,8625.25,8666.2998046875,233500,15.149999618530272,1332.300049,41.13999938964844,67.06300354003906,2170.06005859375,5154.97998046875
2016-07-29,8668.2998046875,8670.349609375,8631.150390625,8638.5,157000,14.920000076293944,1349.0,41.59999847412109,67.00700378417969,2173.60009765625,5162.1298828125
2016-08-01,7611.64990234375,7634.10009765625,7581.0498046875,7601.35009765625,157400,17.799999237060547,1351.400024,33.15999984741211,66.9209976196289,1922.030029296875,4643.6298828125
2016-08-02,7489.7001953125,7512.5498046875,7363.2001953125,7387.25,171500,20.26000022888184,1364.400024,29.690000534057617,67.802001953125,1853.43994140625,4283.75
2016-08-03,7486.39990234375,7527.14990234375,7442.14990234375,7485.2998046875,257000,18.46999931335449,1356.099976,36.5,67.0459976196289,1979.260009765625,4648.81982421875
2016-08-04,7542.35009765625,7569.35009765625,7526.7001953125,7555.2001953125,143400,16.43000030517578,1358.800049,39.720001220703125,66.77899932861328,2047.5999755859373,4850.68994140625
2016-08-08,8712.849609375,8723.5,8697.599609375,8711.349609375,172600,14.59000015258789,1333.400024,43.02000045776367,66.83499908447266,2180.889892578125,5213.14013671875
2016-08-09,8915.5,8960.349609375,8896.0,8952.5,217200,13.119999885559082,1339.0,47.619998931884766,66.47160339355469,2181.300048828125,5259.47998046875
2016-08-11,8540.0,8559.400390625,8480.099609375,8543.5498046875,195700,16.770000457763672,1342.5,44.97999954223633,66.73500061035156,2139.56005859375,5193.490234375
2016-08-12,8152.10009765625,8256.25,8151.75,8246.849609375,142500,15.529999732971191,1335.800049,50.84000015258789,67.43150329589844,2246.18994140625,5417.35986328125
2016-08-16,8670.25,8682.349609375,8600.4501953125,8642.5498046875,224800,14.18000030517578,1350.5,46.58000183105469,66.86489868164062,2178.14990234375,5227.10986328125
2016-08-17,8639.7998046875,8667.099609375,8603.599609375,8624.0498046875,174100,14.779999732971191,1342.699951,46.790000915527344,66.85769653320312,2182.219970703125,5228.66015625
2016-08-18,8648.849609375,8690.7001953125,8645.0498046875,8673.25,164300,14.550000190734863,1351.199951,48.220001220703125,66.90550231933594,2187.02001953125,5240.14990234375
2016-08-19,8694.2998046875,8696.599609375,8647.099609375,8666.900390625,191900,14.539999961853027,1340.400024,48.52000045776367,66.81999969482422,2183.8701171875,5238.3798828125
2016-08-22,8667.0,8684.849609375,8614.0,8629.150390625,152300,14.239999771118164,1337.699951,47.04999923706055,67.12750244140625,2182.639892578125,5244.60009765625
2016-08-23,8628.349609375,8642.150390625,8580.0,8632.599609375,187500,13.899999618530272,1340.599976,48.09999847412109,67.1874008178711,2186.89990234375,5260.080078125
2016-08-24,8648.5,8661.0498046875,8620.900390625,8650.2998046875,149600,13.489999771118164,1324.400024,46.77000045776367,67.12999725341797,2175.43994140625,5217.68994140625
2016-08-25,8668.849609375,8683.0498046875,8583.650390625,8592.2001953125,213100,13.289999961853027,1320.099976,47.33000183105469,67.16000366210938,2172.469970703125,5212.2001953125
2016-08-26,8614.349609375,8622.9501953125,8547.5498046875,8572.5498046875,147500,13.56999969482422,1321.5,47.63999938964844,67.00559997558594,2169.0400390625,5218.919921875
2016-08-29,8583.75,8622.0,8543.75,8607.4501953125,129700,13.170000076293944,1322.900024,46.97999954223633,67.12899780273438,2180.3798828125,5232.330078125
2016-08-30,8646.75,8750.599609375,8642.25,8744.349609375,150200,13.020000457763672,1311.699951,46.34999847412109,67.08999633789062,2176.1201171875,5222.990234375
2016-08-31,8754.0498046875,8819.2001953125,8754.0498046875,8786.2001953125,362200,13.239999771118164,1306.900024,44.70000076293945,67.12660217285156,2170.949951171875,5213.22021484375
2016-09-02,7303.9501953125,7323.4501953125,7275.14990234375,7298.2001953125,212100,21.729999542236328,1322.099976,27.940000534057617,68.07599639892578,1852.2099609375,4268.759765625
2016-09-06,8273.349609375,8273.349609375,8184.60009765625,8203.599609375,174900,15.670000076293944,1349.400024,50.560001373291016,66.51000213623047,2115.47998046875,4958.6201171875
2016-09-08,8727.7998046875,8728.349609375,8638.2001953125,8678.25,200100,14.539999961853027,1336.800049,42.77000045776367,66.79399871826172,2181.739990234375,5225.47998046875
2016-09-09,8934.2998046875,8939.150390625,8858.7001953125,8866.7001953125,175900,13.229999542236328,1330.099976,45.880001068115234,66.44999694824219,2127.81005859375,5125.91015625
2016-09-12,8271.7001953125,8274.9501953125,8241.9501953125,8261.75,149700,15.06999969482422,1321.0,51.5,67.40599822998047,2259.530029296875,5444.5
2016-09-14,8710.650390625,8739.849609375,8688.900390625,8726.599609375,184300,14.760000228881836,1321.5,43.58000183105469,66.99500274658203,2125.77001953125,5173.77001953125
2016-09-15,8743.849609375,8751.9501953125,8704.349609375,8742.5498046875,145400,14.68000030517578,1313.5,43.90999984741211,66.75810241699219,2147.260009765625,5249.68994140625
2016-09-16,8780.849609375,8847.650390625,8750.5,8779.849609375,265800,14.579999923706056,1305.800049,43.02999877929688,66.85030364990234,2139.159912109375,5244.56982421875
2016-09-19,8788.4501953125,8824.2998046875,8774.2001953125,8808.400390625,131700,14.9399995803833,1313.5,43.29999923706055,67.06529998779297,2139.1201171875,5235.02978515625
2016-09-20,8816.099609375,8816.4501953125,8759.2998046875,8775.900390625,136500,14.779999732971191,1313.699951,43.43999862670898,66.9552001953125,2139.760009765625,5241.35009765625
2016-09-21,8790.2998046875,8826.849609375,8757.2998046875,8777.150390625,148800,14.8100004196167,1326.900024,45.34000015258789,66.9749984741211,2163.1201171875,5295.18017578125
2016-09-22,8873.349609375,8893.349609375,8837.7998046875,8867.4501953125,172800,13.34000015258789,1340.400024,46.31999969482422,66.76119995117188,2177.179931640625,5339.52001953125
2016-09-23,8880.75,8885.2001953125,8820.2998046875,8831.5498046875,185900,13.25,1337.199951,44.47999954223633,66.62259674072266,2164.68994140625,5305.75
2016-09-26,8807.900390625,8809.5498046875,8715.099609375,8723.0498046875,164000,14.56999969482422,1339.699951,45.93000030517578,66.69650268554688,2146.10009765625,5257.490234375
2016-09-27,8748.900390625,8768.5,8690.5,8706.400390625,151400,14.25,1325.900024,44.66999816894531,66.60649871826172,2159.929931640625,5305.7099609375
2016-09-28,8711.2001953125,8767.0498046875,8703.150390625,8745.150390625,165500,13.850000381469728,1319.400024,47.04999923706055,66.44129943847656,2171.3701171875,5318.5498046875
2016-09-29,8792.7001953125,8800.650390625,8558.25,8591.25,372900,18.450000762939453,1321.699951,47.83000183105469,66.33280181884766,2151.1298828125,5269.14990234375
2016-09-30,8581.5,8637.150390625,8555.2001953125,8611.150390625,181700,17.18000030517578,1313.300049,48.2400016784668,66.81629943847656,2168.27001953125,5312.0
2016-10-03,7545.35009765625,7547.10009765625,7447.39990234375,7486.14990234375,224700,17.899999618530273,1309.0,37.84000015258789,67.1449966430664,1989.5699462890625,4662.16015625
2016-10-05,7873.5498046875,7896.89990234375,7837.7001953125,7887.7998046875,162000,16.420000076293945,1265.199951,44.65999984741211,66.72100067138672,2084.389892578125,4809.8798828125
2016-10-06,8180.25,8265.599609375,8162.85009765625,8170.0498046875,182200,15.970000267028809,1249.800049,49.06999969482422,66.74099731445312,2096.070068359375,4894.5498046875
2016-10-11,8555.599609375,8598.4501953125,8510.7001953125,8525.75,263100,15.460000038146973,1253.0,44.65999984741211,66.50749969482422,2167.47998046875,5208.7998046875
2016-10-13,8671.5,8681.5498046875,8541.349609375,8573.349609375,212300,15.43000030517578,1255.0,50.43999862670898,66.81809997558594,2132.550048828125,5213.330078125
2016-10-14,8594.0,8604.4501953125,8549.7998046875,8583.400390625,162800,14.890000343322754,1253.099976,50.34999847412109,66.78399658203125,2132.97998046875,5214.16015625
2016-10-17,8612.9501953125,8615.400390625,8506.150390625,8520.400390625,197400,15.65999984741211,1254.400024,49.93999862670898,66.7052993774414,2126.5,5199.81982421875
2016-10-18,8556.0498046875,8685.099609375,8555.900390625,8677.900390625,216600,14.539999961853027,1260.800049,50.290000915527344,66.78359985351562,2139.60009765625,5243.83984375
